# pdufa.bio conference run-up study, 1,425 presentations 2017-2026. License: CC BY 4.0. Tier column is point-in-time market cap. Returns in percent, anchored on the meeting start date. Not investment advice.
ticker,company,conf,year,cap_tier_pit,runup_30d,runup_20d,runup_10d,runup_5d,event_day,post_5d,post_10d
OMER,Omeros Corporation,ASH,2024,small,177.09,163.27,6.42,-2.85,-9.22,-34.63,-12.92
MRK,Merck & Company Inc.,AACR,2018,large,5.17,2.69,7.32,1.79,3.69,5.39,2.97
AZN,AstraZeneca PLC,ASH,2024,,-9.25,5.57,0.69,-0.56,-0.56,-2.34,-2.92
AFMD,Affimed N.V.,ASH,2024,,-30.03,-39.48,-11.07,-16.19,-0.43,-8.58,-48.93
PSTX,Poseida Therapeutics Inc.,ASH,2024,,288.38,203.9,242.86,0.43,0.96,1.6,1.28
CRIS,Curis Inc.,ASH,2024,nano,-22.65,-12.67,-4.22,-12.67,2.59,-9.84,-15.8
NVO,Novo Nordisk A/S,ASH,2024,,-2.3,3.33,5.43,1.93,-1.43,-2.46,-19.92
ZLAB,Zai Lab Limited,ASH,2024,large,-13.59,-8.65,5.83,-4.21,-0.86,-6.4,-5.11
REGN,Regeneron Pharmaceuticals Inc.,ASH,2024,large,-16.61,-6.09,5.42,2.05,0.06,-6.83,-8.08
NRIX,Nurix Therapeutics Inc.,ASH,2024,small,-18.65,-21.84,-3.08,-0.56,3.23,-2.62,-6.5
KROS,Keros Therapeutics Inc.,ASH,2024,mid,15.21,3.08,25.18,23.39,-5.27,-72.26,-75.54
MRUS,Merus N.V.,ENA,2021,,-20.32,-26.2,-12.82,-9.09,40.5,51.8,43.0
BMY,Bristol-Myers Squibb Company,ACC,2022,large,9.28,7.34,3.9,0.97,0.83,3.63,3.49
ASLN,ASLAN Pharmaceuticals Limited,AAD,2022,,-13.7,0.35,2.01,5.37,4.29,1.27,-9.62
NCNA,NuCana plc,AACR,2022,nano,-70.21,-75.24,-72.07,-72.07,4.06,5.95,25.12
GRTS,Gritstone bio Inc.,ESMO,2022,,-45.38,-45.79,-49.54,-2.53,-4.73,-23.78,-24.54
APVO,Aptevo Therapeutics Inc.,ASH,2021,nano,-49.02,-33.25,-26.21,0.26,1.54,4.63,-4.12
LGND,Ligand Pharmaceuticals Incorporated,ASH,2021,mid,-1.35,-10.81,-7.26,-3.81,-0.55,6.42,9.54
ZLAB,Zai Lab Limited,ESMO,2021,mid,-17.26,-19.09,-3.48,-2.11,-14.56,-17.71,-16.24
NVCR,NovoCure Limited,ESMO,2021,large,-7.16,-13.23,-3.64,-7.93,-9.83,-9.54,-13.11
MOLN,Molecular Partners AG,ASCO,2021,,-0.31,-2.62,1.1,2.72,-8.07,-24.22,-48.29
ATRA,Atara Biotherapeutics Inc.,ECTRIMS,2021,small,20.03,13.08,2.45,3.27,-12.35,-12.63,-16.69
LIAN,LianBio,ACC,2022,,-22.61,-5.57,27.74,33.21,33.24,32.98,46.92
GMAB,Genmab A/S,ENA,2021,,-8.4,-4.19,-4.26,-1.67,-0.16,1.89,7.96
BMY,Bristol-Myers Squibb Company,ESMO,2021,large,-10.0,-11.4,-6.55,-2.43,-1.6,-2.4,-3.88
IMCR,Immunocore Holdings plc,ESMO,2021,small,7.13,22.52,3.44,5.48,4.9,4.29,11.09
REGN,Regeneron Pharmaceuticals Inc.,ESMO,2021,large,6.72,-1.72,-4.07,1.93,-0.76,-5.03,-14.8
SNY,Sanofi,ESMO,2021,large,-4.86,-8.92,-7.19,0.37,-0.33,-0.54,-0.02
EXEL,Exelixis Inc.,ESMO,2021,mid,21.92,12.1,4.76,4.76,1.22,0.15,3.27
BMY,Bristol-Myers Squibb Company,ESMO,2021,large,-9.48,-8.73,-5.79,-2.49,-1.11,-2.21,-4.56
ALEC,Alector Inc.,AAIC,2021,mid,35.98,46.42,-8.68,-3.97,-21.2,-6.26,-8.49
CYCC,Cyclacel Pharmaceuticals Inc.,ASCO,2021,,-17.29,-15.89,-7.63,4.4,-9.44,-11.64,-14.5
GSK,GSK plc American Depositary Shares (Each representing two),ASCO,2022,large,-4.01,-1.68,5.89,3.24,-2.02,-5.0,-2.6
PDSB,PDS Biotechnology Corporation,ASCO,2022,micro,-12.91,-6.64,32.11,-0.59,6.32,-19.37,-30.83
RHHBY,Roche Holding AG ADR,ASCO,2022,,-17.74,-7.71,8.73,5.52,0.16,-3.35,-7.93
MRK,Merck & Company Inc.,ASCO,2022,large,8.85,5.84,3.21,1.8,-0.71,-4.1,-7.01
LLY,Eli Lilly and Company,ASCO,2022,large,1.43,3.28,5.21,7.24,5.36,-1.75,-3.26
REGN,Regeneron Pharmaceuticals Inc.,ASCO,2022,large,-5.6,2.26,8.98,5.13,0.28,-8.76,-17.23
ADAG,Adagene Inc.,ASCO,2022,micro,-25.3,-22.74,-10.39,-1.23,-0.71,-0.71,-9.22
PMVP,PMV Pharmaceuticals Inc.,UNKNOWN,2022,small,-35.8,-13.65,7.03,-6.7,17.11,5.81,-26.36
BGNE,BeiGene Ltd.,ASCO,2022,,-32.11,-19.59,-3.1,-3.24,5.14,11.38,15.74
CADL,Candel Therapeutics Inc.,ASCO,2022,micro,-32.36,-2.8,-8.68,-6.22,22.48,8.65,-4.03
SWTX,SpringWorks Therapeutics Inc.,ASCO,2022,,-38.99,-26.12,-7.56,-7.76,-43.8,-33.91,-33.09
MBIO,Mustang Bio Inc.,EHA,2021,small,17.23,41.11,13.73,7.02,-3.41,-9.71,-6.82
AZN,AstraZeneca PLC,ASCO,2022,,-0.43,3.32,11.12,6.54,-2.53,-5.71,-8.31
DSNKY,"Daiichi Sankyo Co., Ltd. ADR",ASCO,2022,,16.77,7.71,9.57,6.66,-1.17,-8.66,-8.99
ZLAB,Zai Lab Limited,ATS,2022,large,-33.7,-26.99,-15.73,25.53,4.77,3.37,-10.44
INVA,Innoviva Inc.,ATS,2022,small,-18.94,-11.01,-1.35,5.16,-0.87,-3.92,-8.51
GSK,GSK plc American Depositary Shares (Each representing two),ATS,2022,large,1.42,-3.31,-1.66,2.19,-1.67,1.42,-3.0
UBX,Unity Biotechnology Inc.,ARVO,2022,,-28.43,-22.66,-5.98,3.12,-10.22,-23.88,-14.49
MTEM,Molecular Templates Inc.,AACR,2022,,22.98,22.98,-11.62,-13.47,-6.57,-23.53,-37.37
AIM,AIM ImmunoTech Inc.,AACR,2022,micro,52.1,40.27,0.0,-3.57,-12.04,3.7,-4.63
MRK,Merck & Company Inc.,ASCO,2021,large,-4.25,-2.36,-4.4,-1.77,2.45,5.25,6.76
DTIL,Precision BioSciences Inc.,ASCO,2021,small,22.15,32.3,8.9,0.63,1.8,3.59,-5.57
CMRX,Chimerix Inc.,ASCO,2021,,2.19,-1.06,6.33,5.79,-2.14,0.48,-0.6
ALKS,Alkermes plc,ASCO,2021,mid,10.28,4.82,5.25,2.26,1.86,8.5,5.85
PPBT,Purple Biotech Ltd.,ASCO,2021,micro,51.69,71.87,54.48,33.86,-23.07,-25.15,-24.11
IMMP,Immutep Limited,ASCO,2021,mid,56.97,58.44,6.29,5.19,-1.58,-3.16,-7.5
AGEN,Agenus Inc.,ASCO,2021,small,38.01,42.91,-3.59,-4.28,6.2,28.54,30.52
ALLO,Allogene Therapeutics Inc.,ASCO,2021,mid,-30.77,-17.48,-10.35,-2.75,0.54,8.43,1.7
ZLAB,Zai Lab Limited,ASCO,2021,large,7.15,13.28,8.66,4.17,-2.81,-3.75,-10.75
ONC,BeOne Medicines Ltd.,ASCO,2021,large,12.44,11.39,1.63,-0.36,-1.57,-0.81,-7.99
BMY,Bristol-Myers Squibb Company,ASCO,2021,large,-2.46,0.02,-1.31,-2.18,0.39,4.17,3.22
XOMA,XOMA Royalty Corporation,ASCO,2021,small,-20.25,-6.37,-6.49,-3.4,-0.31,7.79,3.89
AZN,AstraZeneca PLC,ASCO,2021,,6.13,7.98,0.66,-1.84,0.22,2.93,2.58
IMMP,Immutep Limited,ASCO,2021,mid,16.38,27.55,28.75,19.42,9.22,16.99,20.63
VBIV,VBI Vaccines Inc.,ASCO,2021,,6.97,6.23,13.28,13.28,4.23,7.17,6.84
HOOK,HOOKIPA Pharma Inc.,ASCO,2021,,38.22,54.17,25.26,13.06,-11.5,-12.29,-11.45
PDSB,PDS Biotechnology Corporation,ASCO,2021,micro,2.14,6.89,16.43,28.12,45.12,101.22,122.65
IBRX,ImmunityBio Inc.,ASCO,2021,mid,-14.61,-11.87,-0.31,10.37,-0.44,6.45,9.71
CLRB,Cellectar Biosciences Inc.,ASCO,2021,micro,-5.84,-2.68,6.62,16.0,1.38,9.66,6.9
ONCY,Oncolytics Biotech Inc.,ASCO,2021,micro,-39.01,-6.6,-3.08,8.85,5.3,7.07,7.77
MRUS,Merus N.V.,ASCO,2021,,14.36,10.3,20.64,14.26,-16.44,-17.19,-21.51
BLUE,bluebird bio Inc.,EHA,2021,,12.11,15.62,6.84,9.6,-1.06,-2.18,-8.79
VRTX,Vertex Pharmaceuticals Incorporated,EHA,2021,large,2.32,1.13,4.56,3.26,-10.14,-13.34,-10.35
FBIO,Fortress Biotech Inc.,EHA,2021,small,-0.92,19.11,13.16,9.14,-11.4,-18.6,-13.95
AGIO,Agios Pharmaceuticals Inc.,EHA,2021,mid,6.67,8.28,4.2,3.3,-2.12,1.61,-4.67
BMY,Bristol-Myers Squibb Company,EHA,2021,large,7.16,3.61,2.56,3.77,-0.15,-1.37,-0.96
MRK,Merck & Company Inc.,EHA,2021,large,8.37,1.48,5.18,2.74,-0.91,0.62,1.39
CRSP,CRISPR Therapeutics AG,EHA,2021,mid,-6.2,22.49,4.48,9.2,4.08,3.33,15.2
AUTL,Autolus Therapeutics plc,EHA,2021,small,20.18,13.22,7.7,7.87,16.2,10.51,1.46
PFE,Pfizer Inc.,EHA,2021,large,5.39,1.45,5.25,3.91,-2.58,-4.6,-4.18
ELVN,Enliven Therapeutics Inc.,EHA,2021,small,13.94,12.63,17.73,7.81,-3.17,-13.48,-11.1
PDSB,PDS Biotechnology Corporation,ASCO,2021,micro,125.0,164.05,53.42,4.75,-12.68,0.63,-12.05
AMGN,Amgen Inc.,ASCO,2021,large,-7.57,-6.19,-6.43,0.18,0.62,2.98,1.25
CLRB,Cellectar Biosciences Inc.,ASCO,2021,micro,22.15,33.82,26.39,14.47,-16.48,-22.53,-30.22
BGNE,BeiGene Ltd.,ASCO,2021,,12.44,11.39,1.63,-0.36,-1.57,-0.81,-7.99
ITOS,iTeos Therapeutics Inc.,ASCO,2021,,-19.72,-20.53,-15.33,-8.76,-1.42,5.14,31.6
MRUS,Merus N.V.,ASCO,2021,,-15.79,-1.43,-6.06,-4.99,14.5,15.7,9.2
GMAB,Genmab A/S,ASCO,2021,,10.31,9.19,5.07,0.94,1.75,7.63,5.61
CGEM,Cullinan Therapeutics Inc.,ASCO,2021,small,-8.37,2.62,-2.14,-1.1,13.78,5.48,-14.52
PDSB,PDS Biotechnology Corporation,ASCO,2022,micro,31.07,14.85,6.18,12.08,14.44,14.01,7.54
DCPH,Deciphera Pharmaceuticals Inc.,ESMO,2022,,42.47,10.18,21.75,8.07,2.1,2.93,-2.77
SWTX,SpringWorks Therapeutics Inc.,ESMO,2022,,-5.12,-2.88,4.61,4.84,2.93,-2.93,-14.99
EXEL,Exelixis Inc.,ESMO,2022,mid,-14.44,-8.11,-1.81,-0.06,-4.25,-5.47,-11.23
NKTR,Nektar Therapeutics,ESMO,2022,small,-5.56,-27.24,-14.61,-6.73,-5.08,-5.08,-17.65
ADAG,Adagene Inc.,ESMO,2022,micro,-6.51,12.06,12.06,3.95,-4.43,-8.86,-16.46
BMY,Bristol-Myers Squibb Company,ESMO,2022,large,-4.91,-7.16,-1.45,2.26,1.25,0.04,-0.01
SPPI,Spectrum Pharmaceuticals Inc.,ESMO,2022,,59.29,-4.78,4.44,7.02,-9.65,-18.15,-64.48
BNTX,BioNTech SE,ESMO,2022,large,-10.74,-7.18,-0.92,-0.41,0.73,-0.98,-12.81
EXEL,Exelixis Inc.,ESMO,2022,mid,-16.49,-8.82,-6.47,0.23,0.67,-3.66,-6.81
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),ESMO,2022,large,-9.39,-6.4,-4.31,-3.2,3.08,0.75,-1.13
BMY,Bristol-Myers Squibb Company,ESMO,2022,large,-8.09,-8.15,-5.05,2.0,2.04,4.39,3.68
CRDF,Cardiff Oncology Inc.,ESMO,2022,micro,31.22,-4.61,10.69,3.2,-34.83,-40.34,-46.9
IMMP,Immutep Limited,WCLC,2022,small,11.88,12.44,6.1,2.26,-0.88,0.0,0.0
ADVM,Adverum Biotechnologies Inc.,ASRS,2022,,98.64,80.23,45.83,14.38,-4.0,-9.71,-16.57
PFE,Pfizer Inc.,ESMO,2022,large,3.28,-1.67,12.42,0.83,0.84,-0.52,-1.8
MRK,Merck & Company Inc.,ESMO,2022,large,0.36,2.79,9.22,-2.11,0.77,1.28,-0.06
AGEN,Agenus Inc.,ESMO,2022,small,16.46,10.18,41.54,2.22,5.43,39.13,55.98
RHHBY,Roche Holding AG ADR,EASL,2022,,5.31,-3.9,5.2,6.85,-0.67,-0.17,-0.02
GILD,Gilead Sciences Inc.,EASL,2022,large,-1.9,-4.95,-3.25,4.71,3.42,3.26,3.65
VRTX,Vertex Pharmaceuticals Incorporated,EHA,2022,large,-6.71,3.31,-6.89,-4.9,-2.28,6.0,8.35
CRSP,CRISPR Therapeutics AG,EHA,2022,mid,28.5,22.08,9.29,-0.72,-8.86,1.43,-0.75
STSA,Satsuma Pharmaceuticals Inc.,AHA,2022,,-13.11,30.5,-1.17,-0.59,-5.62,-9.17,25.74
REGN,Regeneron Pharmaceuticals Inc.,ESMO,2022,large,24.52,15.21,21.49,24.75,-3.17,-1.24,-5.28
GRTS,Gritstone bio Inc.,ESMO,2022,,-43.65,-26.02,-28.13,-4.17,2.37,-7.11,-6.72
ALPMY,Astellas Pharma Inc. ADR,AAO,2022,,-11.73,-7.82,-4.45,0.0,2.29,2.44,1.83
REGN,Regeneron Pharmaceuticals Inc.,AAO,2022,large,10.72,15.18,-2.6,-0.79,6.26,4.42,6.39
ACLX,Arcellx Inc.,ASH,2022,,-1.04,2.76,1.93,8.82,-1.05,-9.58,1.58
ADVM,Adverum Biotechnologies Inc.,AAO,2022,,-31.82,-16.0,-7.08,-4.55,-8.1,-9.62,-2.86
GRTS,Gritstone bio Inc.,ESMO,2022,,41.34,-12.44,2.57,-1.91,12.81,-10.58,-26.18
PFE,Pfizer Inc.,ESMO,2022,large,-5.29,-4.53,2.18,4.68,-3.45,-5.02,-8.38
IMNM,Immunome Inc.,ESMO,2022,micro,37.71,-0.19,-12.58,0.94,-6.54,-8.97,-22.24
AMGN,Amgen Inc.,ESMO,2022,large,0.09,-0.28,2.93,2.19,-8.41,-6.84,-8.41
NCNA,NuCana plc,ESMO,2022,micro,-14.13,-4.24,1.94,14.29,-5.06,-5.06,-36.08
BBIO,BridgeBio Pharma Inc.,ENDO,2022,small,-16.96,0.6,-8.01,-4.99,-2.25,19.67,30.63
TRAW,Traws Pharma Inc.,ESMO,2022,nano,-3.33,-13.43,-7.2,0.0,2.59,-3.45,-19.83
ONTX,Traws Pharma Inc Com par $0.01 (New),ESMO,2022,,-3.33,-13.43,-7.2,0.0,2.59,-3.45,-19.83
BGNE,BeiGene Ltd.,ESMO,2022,,1.56,-11.99,-5.73,2.3,-4.59,-9.31,-22.79
ONC,BeOne Medicines Ltd.,ESMO,2022,large,1.56,-11.99,-5.73,2.3,-4.59,-9.31,-22.79
AZN,AstraZeneca PLC,ESMO,2022,,-6.13,-3.67,-6.64,-3.07,-4.28,-9.58,-14.84
PBYI,Puma Biotechnology Inc,ESMO,2022,micro,-6.48,-21.94,-11.61,6.2,0.36,-14.23,-17.15
NBP,NovaBridge Biosciences,ESMO,2022,small,-44.94,-27.69,-3.83,-2.37,-6.24,-13.34,-21.14
MRK,Merck & Company Inc.,ESMO,2022,large,-2.24,-4.04,-2.15,1.29,-1.21,-0.8,-1.33
ACLX,Arcellx Inc.,ASCO,2022,,9.8,38.05,68.59,34.45,22.59,89.67,25.7
CNTX,Context Therapeutics Inc.,ASCO,2022,nano,23.46,36.05,12.99,-2.44,-16.0,-2.0,7.5
MRK,Merck & Company Inc.,ASCO,2022,large,6.29,1.72,-3.89,-3.41,0.63,-5.46,-2.09
GMAB,Genmab A/S,ASCO,2022,,-17.42,-2.27,-3.12,-0.82,2.16,-7.57,-0.7
IMCR,Immunocore Holdings plc,ASCO,2022,small,-9.27,1.55,8.24,14.14,6.27,-13.21,7.34
MRUS,Merus N.V.,ASCO,2022,,-6.57,16.74,24.52,12.9,7.22,-5.93,-0.1
AZN,AstraZeneca PLC,ASCO,2022,,-6.08,0.72,-0.46,-3.27,-1.11,-8.59,-3.62
RFL,Rafael Holdings Inc. Class B,ASCO,2022,,-12.26,-4.12,6.9,-5.1,12.9,0.0,0.0
LLY,Eli Lilly and Company,ADA,2022,large,8.22,1.6,0.94,-6.75,3.46,-3.44,-1.43
MEIP,MEI Pharma Inc.,ASCO,2022,,-10.17,-10.17,8.16,20.45,18.87,-1.89,7.55
GILD,Gilead Sciences Inc.,ASCO,2022,large,-0.45,3.44,0.3,-1.57,-2.25,-4.29,-7.77
GILD,Gilead Sciences Inc.,ASCO,2022,large,1.93,3.71,-0.61,-2.08,-1.43,-6.78,-4.63
ALPN,Alpine Immune Sciences Inc.,EULAR,2022,,2.73,5.12,12.86,0.33,-0.44,-0.77,-2.99
VRTX,Vertex Pharmaceuticals Incorporated,EULAR,2022,large,-4.14,1.38,5.72,0.15,-0.76,-5.62,-2.58
AUPH,Aurinia Pharmaceuticals Inc,EULAR,2022,small,2.01,2.95,-4.12,-2.45,6.98,4.66,-4.83
KZIA,Kazia Therapeutics Limited,ASCO,2022,small,-19.33,0.0,2.2,3.6,-8.43,-0.33,-12.89
IMMP,Immutep Limited,ASCO,2022,mid,27.97,23.77,11.03,7.86,-11.59,-17.88,-35.1
BIIB,Biogen Inc.,ACR,2022,large,-10.32,-2.77,-1.43,-1.25,-0.75,3.36,-1.37
ABBV,AbbVie Inc.,EULAR,2022,large,-5.74,-1.49,-4.79,-1.17,-0.42,1.28,-6.3
BYSI,BeyondSpring Inc.,ASCO,2022,nano,-48.4,-25.66,-9.6,-12.4,21.24,39.82,46.9
CVM,Cel-Sci Corporation,ASCO,2022,micro,-8.79,5.24,5.99,-3.83,21.26,13.29,18.6
ONC,BeOne Medicines Ltd.,ASCO,2022,large,-32.11,-19.59,-3.1,-3.24,5.14,11.38,15.74
MRK,Merck & Company Inc.,UNKNOWN,2022,large,5.15,2.51,-4.25,-2.38,-0.4,-5.94,-0.76
AZN,AstraZeneca PLC,EHA,2022,,-7.06,-2.25,-5.93,-2.08,-6.97,-0.89,7.08
ABBV,AbbVie Inc.,EHA,2022,large,-2.51,-6.71,-4.53,-2.27,-3.9,0.19,6.49
GMAB,Genmab A/S,EHA,2022,,-17.88,-1.47,-4.84,-3.05,-4.85,3.5,8.83
ADPT,Adaptive Biotechnologies Corporation,EHA,2022,small,-15.52,-15.41,-15.21,2.5,-7.6,8.18,18.22
MRK,Merck & Company Inc.,EHA,2022,large,-0.65,-3.12,-4.67,-2.12,-3.41,-3.84,7.28
APLS,Apellis Pharmaceuticals Inc.,EHA,2022,,-7.09,13.78,-0.62,-8.43,-5.59,5.88,11.27
AUTL,Autolus Therapeutics plc,EHA,2022,micro,-13.13,15.83,7.75,2.58,-17.99,-20.14,0.0
PFE,Pfizer Inc.,EHA,2022,large,2.51,2.76,-4.09,-2.67,-7.47,-10.14,0.19
IOVA,Iovance Biotherapeutics Inc.,ASCO,2021,mid,-13.03,-13.28,-7.7,3.41,-30.48,-30.37,-35.41
PMVP,PMV Pharmaceuticals Inc.,UNKNOWN,2022,small,-16.19,15.49,-7.53,17.94,-26.17,-31.94,-15.93
PFE,Pfizer Inc.,ASCO,2022,large,10.53,8.48,1.39,-1.32,1.43,-9.94,-9.57
EFTR,eFFECTOR Therapeutics Inc.,ASCO,2022,,-46.08,-33.58,4.68,-6.77,-27.37,-16.2,-15.08
BMY,Bristol-Myers Squibb Company,ASCO,2022,large,-0.77,-1.96,-1.34,-1.27,1.89,-2.12,1.73
AZN,AstraZeneca PLC,ASCO,2022,,-6.08,0.72,-0.46,-3.27,-1.11,-8.59,-3.62
VRTX,Vertex Pharmaceuticals Incorporated,AHA,2022,large,-0.36,6.11,4.2,-1.57,0.9,-8.93,0.27
IMVIQ,IMV Inc.,ASCO,2022,,-26.61,-15.74,-13.33,-2.15,-6.59,-8.79,-19.78
MRKR,Marker Therapeutics Inc.,AACR,2019,small,60.22,24.29,6.75,-1.02,-30.69,-38.28,-51.03
MRK,Merck & Company Inc.,ESMO,2019,large,-2.53,-4.11,1.07,-1.72,0.83,1.78,2.14
GSK,GSK plc American Depositary Shares (Each representing two),ESMO,2019,large,5.35,1.83,4.29,1.0,-0.07,-0.33,-0.4
AZN,AstraZeneca PLC,ESMO,2019,,3.21,0.68,5.78,0.39,-3.58,-4.06,-3.18
ZLAB,Zai Lab Limited,ESMO,2019,small,-5.57,-2.33,-7.01,-7.87,2.35,0.09,4.96
GMAB,Genmab A/S,ECTRIMS,2019,,10.41,2.41,1.6,-2.35,-1.33,0.44,-2.95
NVS,Novartis AG,ECTRIMS,2019,large,-3.06,1.03,0.53,-0.25,-3.74,-2.7,-2.34
LLY,Eli Lilly and Company,WCLC,2019,large,5.34,0.25,4.15,0.96,-2.59,-3.44,0.11
AZN,AstraZeneca PLC,WCLC,2019,,2.83,1.97,0.36,-0.52,-4.22,-4.32,0.82
GMAB,Genmab A/S,ECTRIMS,2019,,11.2,9.62,0.1,-0.3,5.39,2.49,0.25
NVS,Novartis AG,ECTRIMS,2019,large,-4.86,-3.44,-0.51,0.65,0.97,0.68,-3.23
RHHBY,Roche Holding AG ADR,ESMO,2019,,5.07,6.67,5.87,2.07,-0.69,-0.25,-1.21
PBYI,Puma Biotechnology Inc,ESMO,2019,small,-20.96,-11.62,-9.04,3.9,-4.38,-7.98,-17.45
BLUE,bluebird bio Inc.,EHA,2019,,-12.71,-5.24,3.35,-1.97,-1.0,-3.28,2.63
PFE,Pfizer Inc.,EHA,2019,large,3.63,2.08,2.36,-0.98,0.89,2.76,1.94
KURA,Kura Oncology Inc.,EHA,2019,small,23.06,12.93,15.82,7.18,5.18,4.7,6.32
PBYI,Puma Biotechnology Inc,ASCO,2019,small,-55.03,-54.28,-10.85,-4.27,0.88,-5.68,-7.98
MRK,Merck & Company Inc.,ASCO,2019,large,8.22,-0.98,0.63,-2.42,2.36,4.13,5.16
AZN,AstraZeneca PLC,ASCO,2019,,-5.03,-5.3,-1.69,-6.78,6.09,8.84,8.87
CTMX,CytomX Therapeutics Inc.,ASCO,2019,small,-3.3,-3.4,-9.8,-12.74,7.97,6.63,11.7
ASMB,Assembly Biosciences Inc.,EASL,2019,small,-8.48,-4.33,-2.89,-9.66,-13.46,-19.05,-16.02
MGNX,MacroGenics Inc.,SABCS,2019,small,-21.08,-12.8,-1.22,-1.04,-17.84,-22.76,-25.31
BLUE,bluebird bio Inc.,ASH,2019,,-3.36,1.86,9.54,-1.02,7.89,15.3,13.04
SNY,Sanofi,ASH,2019,large,-0.71,0.37,-1.05,0.46,4.48,9.65,9.3
ACAD,ACADIA Pharmaceuticals Inc.,CTAD,2019,mid,5.72,7.98,-3.99,-5.19,12.33,0.16,-3.34
EIGR,Eiger BioPharmaceuticals Inc.,AASLD,2019,,9.52,0.85,-0.28,-4.89,8.79,8.88,17.94
BMY,Bristol-Myers Squibb Company,SITC,2019,large,14.42,12.53,4.37,2.44,0.64,-0.64,-3.19
PIRS,Pieris Pharmaceuticals Inc.,SITC,2019,,14.37,21.5,21.12,4.28,-13.33,-2.82,1.79
NKTR,Nektar Therapeutics,SITC,2019,mid,9.99,26.28,13.22,8.5,1.55,-10.13,5.74
IOVA,Iovance Biotherapeutics Inc.,SITC,2019,mid,14.84,13.08,0.73,-5.96,15.54,10.07,4.7
KURA,Kura Oncology Inc.,ENA,2019,small,-8.86,3.59,3.94,-0.53,0.2,-1.0,4.06
ZLAB,Zai Lab Limited,SABCS,2019,mid,-5.9,-1.2,3.17,-2.75,-9.26,1.43,12.06
LGND,Ligand Pharmaceuticals Incorporated,AASLD,2019,nano,3.28,8.41,3.74,0.29,-0.24,-4.7,-0.83
MRK,Merck & Company Inc.,ESMO,2019,large,-2.53,-4.11,1.07,-1.72,0.83,1.78,2.14
IMVIQ,IMV Inc.,ESMO,2019,,-12.22,1.87,-9.9,-9.3,-9.16,-4.03,1.83
XFOR,X4 Pharmaceuticals Inc.,ESMO,2019,micro,-0.69,1.96,-6.34,6.04,-3.54,-7.46,-11.15
CLRB,Cellectar Biosciences Inc.,ESMO,2019,nano,-6.88,-4.25,-17.14,-14.71,-5.42,-9.36,-21.18
AGIO,Agios Pharmaceuticals Inc.,ESMO,2019,mid,-18.75,-9.22,-8.64,-5.9,-2.5,-1.57,-6.1
DCPH,Deciphera Pharmaceuticals Inc.,ESMO,2019,,-12.03,-10.28,-10.85,-10.48,1.51,3.69,1.87
RHHBY,Roche Holding AG ADR,ESMO,2019,,5.07,6.67,5.87,2.07,-0.69,-0.25,-1.21
AZN,AstraZeneca PLC,ESMO,2019,,3.21,0.68,5.78,0.39,-3.58,-4.06,-3.18
PFE,Pfizer Inc.,ESMO,2019,large,4.51,1.87,-1.66,-0.06,-2.16,-1.08,0.23
MRK,Merck & Company Inc.,ESMO,2019,large,-2.53,-4.11,1.07,-1.72,0.83,1.78,2.14
JNJ,Johnson & Johnson,ASCO,2018,large,-4.26,-2.36,-2.4,-0.17,0.18,1.15,0.05
AGEN,Agenus Inc.,ASCO,2018,small,-11.11,-8.7,-2.61,-3.72,-5.36,-13.39,-19.64
INFI,Infinity Pharmaceuticals Inc.,ASCO,2018,,-10.27,-8.22,1.01,-0.99,-3.48,-7.96,-13.43
MRK,Merck & Company Inc.,ASCO,2018,large,2.94,4.87,2.41,2.5,1.37,2.91,0.71
GSK,GSK plc American Depositary Shares (Each representing two),ASCO,2018,large,1.88,2.34,1.8,2.26,-0.69,1.08,1.28
MEIP,MEI Pharma Inc.,ASCO,2018,,59.53,48.48,-0.87,9.58,20.99,37.9,30.9
GILD,Gilead Sciences Inc.,ASCO,2018,large,-7.33,4.4,0.41,1.37,2.58,5.17,1.11
BMY,Bristol-Myers Squibb Company,ASCO,2018,large,3.83,3.51,0.8,0.68,-2.28,-0.02,0.98
AZN,AstraZeneca PLC,ASCO,2018,,4.16,3.46,3.04,-0.62,-0.92,-1.2,-3.5
MRK,Merck & Company Inc.,ASCO,2018,large,2.94,4.87,2.41,2.5,1.37,2.91,0.71
LLY,Eli Lilly and Company,ASCO,2018,large,7.32,8.23,3.39,2.51,-0.04,1.19,1.48
BMY,Bristol-Myers Squibb Company,ASCO,2018,large,3.83,3.51,0.8,0.68,-2.28,-0.02,0.98
NKTR,Nektar Therapeutics,ASCO,2018,large,4.8,17.03,5.92,12.99,-38.06,-41.32,-35.35
AMGN,Amgen Inc.,ASCO,2018,large,3.87,7.95,2.85,0.93,3.24,2.61,3.0
AGIO,Agios Pharmaceuticals Inc.,ASCO,2018,mid,5.9,13.44,8.71,5.51,-0.65,0.79,-0.3
LGND,Ligand Pharmaceuticals Incorporated,ASCO,2018,mid,14.01,27.51,0.57,1.48,2.43,2.33,-0.29
RHHBY,Roche Holding AG ADR,AACR,2018,,-3.46,-2.22,-0.35,-0.53,-0.35,-1.13,-1.42
BMY,Bristol-Myers Squibb Company,AACR,2018,large,-11.36,-11.94,-5.4,-3.03,-10.69,-13.21,-11.12
