ticker,catalyst_date,asset,indication
OTLK,2023-11-02,LYTENAVA (bevacizumab-vikg) / ONS-5010 - (NORSE EIGHT),Wet age-related macular degeneration (wet AMD)
LLY,2023-11-02,EBGLYSS (lebrikizumab-lbkz),Atopic Dermatitis
IPSC,2023-11-02,CNTY-101 - (ELiPSE-1),Lymphoma or Indolent Lymphoma
PHAT,2023-11-01,VOQUEZNA (Vonoprazan) - (PHALCON-EE),Erosive esophagitis / Gastroesophageal reflux disease (GERD)
MRK,2023-11-01,KEYTRUDA with chemotherapy (gemcitabine and cisplatin - (KEYNOTE-966),Biliary Tract Cancer
NVS,2023-10-31,COSENTYX (secukinumab),Hidradenitis Suppurativa (HS)
PHAT,2023-10-30,VOQUEZNA,H. pylori
CHRS,2023-10-30,LOQTORZI (toripalimab-tpzi) with cisplatin and gemcitabine,1L Metastatic Nasopharyngeal Carcinoma
CHRS,2023-10-27,LOQTORZI (toripalimab-tpzi) in combination with cisplatin and gemcitabine,Nasopharyngeal carcinoma (NPC)
RHHBY,2023-10-27,Vabysmo (faricimab-svoa),Macular edema due to RVO
ABOS,2023-10-27,Sabirnetug (ACU193) - (INTERCEPT-AD),Alzheimer’s disease (AD)
EWTX,2023-10-26,AGAMREE (vamorolone),Duchenne Muscular Dystrophy (DMD)
CPRX,2023-10-26,AGAMREE (vamorolone),Duchenne Muscular Dystrophy (DMD)
AZN,2023-10-23,Datopotamab Deruxtecan Plus Durvalumab - (BEGONIA),Untreated advanced or metastatic triple negative breast cancer (TNBC)
BMRN,2023-10-23,VOXZOGO (Vosoritide),Children under age 5 with Achondroplasia
ORIC,2023-10-23,Enozertinib (ORIC-114),"Tumors - EGFR/HER2 Exon 20 Inhibitor, 1L NSCLC"
BGNE,2023-10-22,Tislelizumab (tis) With or Without Ociperlimab (oci) - (AdvanTIG-202),Cervical Cancer (CC)
ONC,2023-10-22,Tislelizumab (tis) With or Without Ociperlimab (oci) - (AdvanTIG-202),Cervical Cancer (CC)
RVMD,2023-10-22,Daraxonrasib (RMC-6236),Advanced Solid Tumors
AZN,2023-10-20,Roxadustat - (MATTERHORN),Anaemia of myelodysplastic syndromes (MDS)
PFE,2023-10-20,PENBRAYA (MenABCWY),"Meningococcal Vaccine, Adolescents"
FGEN,2023-10-20,Roxadustat - (MATTERHORN),Anaemia of myelodysplastic syndromes (MDS)
BHC,2023-10-20,CABTREO,Acne vulgaris
REGN,2023-10-20,Dupixent (dupilumab),Chronic spontaneous urticaria (CSU)
SNY,2023-10-20,Dupixent (dupilumab),Chronic spontaneous urticaria (CSU)
KURA,2023-10-17,Tipifarnib - (AIM-HN/SEQ-HN),Head and neck squamous cell carcinomas (HNSCC)
ARDX,2023-10-17,XPHOZAH (tenapanor),Serum phosphorus - chronic kidney disease (CKD) on dialysis
BMY,2023-10-16,OPDIVO (nivolumab) - (Checkmate-76k),Stage IIB or IIC melanoma
SLS,2023-10-16,Tambiciclib (SLS009) (GFH009) with venetoclax,"Hematologic malignancies, acute myeloid leukemia (AML), chronic lymphocytic leukemia (CLL), small lymphocytic lymphoma (SLL) and lymphoma"
MRK,2023-10-16,KEYTRUDA (pembrolizumab) - (KEYNOTE-671),"Resectable stage II, IIIA or IIIB non-small cell lung cancer (NSCLC)"
OMER,2023-10-16,Narsoplimab - (ARTEMIS-IGAN),IgA nephropathy
MRK,2023-10-16,KEYTRUDA (pembrolizumab) in combination with chemotherapy,"Resectable Stage II, IIIA or IIIB Non-Small Cell Lung Cancer (NSCLC)"
PFE,2023-10-13,VELSIPITY (etrasimod),Ulcerative colitis
PFE,2023-10-12,BRAFTOVI (Encorafenib) + MEKTOVI (​binimetinib),BRAFV600E-mutant metastatic non-small cell lung cancer (NSCLC)
ALVO,2023-10-12,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older.
TEVA,2023-10-12,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older.
BFRI,2023-10-10,Ameluz (aminolevulinic acid hydrochloride) - (New formula),Actinic keratosis (AK)
IMMX,2023-10-10,NXC-201 (HBI10101) - (NEXICART-1),relapsed/refractory multiple myeloma and relapsed/refractory AL amyloidosis
INO,2023-10-10,INO-3107,HPV 6 and HPV 11-associated Recurrent respiratory papillomatosis
ALNY,2023-10-09,ONPATTRO (patisiran) - (APOLLO-B),Wild-type ATTR amyloidosis patients with cardiomyopathy
ARQT,2023-10-06,ZORYVE (roflumilast) cream,Plaque psoriasis in children
NBTX,2023-10-04,NBTXR3 - (Study 102),Head and Neck Cancer
VIRX,2023-10-04,Nanatinostat - (NAVAL-1),Epstein Barr Virus-associated cancers
IPSEY,2023-10-03,Liquid botulinum toxin type A (QM-1114),Glabellar and lateral canthal lines
IMMX,2023-10-03,NXC-201 (HBI10101) - (NEXICART-1),relapsed/refractory multiple myeloma and relapsed/refractory AL amyloidosis
NVAX,2023-10-03,NVX-CoV2601 (Adjuvanted 2023-2024 Formula),Covid-19
PDSB,2023-10-03,PDS0101 + KEYTRUDA (pembrolizumab) - (VERSATILE-002),HPV16-positive first-line recurrent and/or metastatic head and neck squamous cell cancer with low PD-L1 expression (CPS 1-19)
LLY,2023-10-02,Lebrikizumab - (ADhere),Moderate-to-severe atopic dermatitis (AD)
APLS,2023-10-02,EMPAVELI (pegcetacoplan) injector,Paroxysmal Nocturnal Hemoglobinuria (PNH)
ANIP,2023-10-02,Cortrophin Gel,"Acute exacerbations of multiple sclerosis, rheumatoid arthritis, systemic lupus erythematous and ulcerative colitis"
BIIB,2023-09-29,TOFIDENCE (tocilizumab-bavi) - (ACTEMRA biosimilar),Rheumatoid arthritis (RA)
FOLD,2023-09-28,Pombiliti (cipaglucosidase alfa-atga) + Opfolda (miglustat),Pompe Disease
VTRS,2023-09-27,RYZUMVI,Mydriasis (RM)
IRD,2023-09-27,RYZUMVI,Mydriasis (RM)
TAK,2023-09-27,ENTYVIO (vedolizumab),Ulcerative Colitis
LQDA,2023-09-25,YUTREPIA,Interstitial lung disease (PH-ILD)
CHRS,2023-09-25,UDENYCA ONBODY,Cancer
ADTX,2023-09-25,LIKMEZ (ATI-1501) - (liquid oral reformulation),Parasitic and anaerobic bacterial infections
APLIF,2023-09-25,LIKMEZ (ATI-1501) - (liquid oral reformulation),Parasitic and anaerobic bacterial infections
LLY,2023-09-22,Jardiance (empagliflozin) - (EMPA-KIDNEY),Chronic kidney disease (CKD)
SPRY,2023-09-20,Neffy (epinephrine nasal spray),Allergic reactions (type I) including anaphylaxis
IGXT,2023-09-19,Buprenorphine Buccal Film - (Belbuca Biosimilar),Pain
RDHL,2023-09-18,TALICIA (RHB-105),H. pylori
CPIX,2023-09-18,TALICIA (RHB-105),H. pylori
GSK,2023-09-15,Ojjaara (momelotinib),Myelofibrosis
IOBT,2023-09-12,IO102-IO103 with pembrolizumab - (basket trial),Metastatic solid tumors
ANIP,2023-09-12,Estradiol Tablets USP - (Estrace generic),Menopause symptoms
AZN,2023-09-12,IMFINZI (durvalumab),Non-Small Cell Lung Cancer (before and after surgery)
MRK,2023-09-12,IO102-IO103 with pembrolizumab - (basket trial),Metastatic solid tumors
MRKR,2023-09-11,Neldaleucel (MT-601) - (APOLLO),Lymphoma who have failed or are ineligible to receive anti-CD19 CAR T cell treatment
PFE,2023-09-11,"Comirnaty (BNT162b2, XBB.1.5, BA.2.86 (Pirola), and EG.5.1 (Eris))",COVID-19 Vaccine (Omicron Booster)
MRNA,2023-09-11,"mRNA-1273.222 - (including EG.5, FL.1.5.1, and BA.2.86)",Covid-19 Omicron Booster
BLRX,2023-09-11,APHEXDA (motixafortide) in combination with filgrastim (G-CSF),Stem-cell mobilization for autologous transplantation
BNTX,2023-09-11,"Comirnaty (BNT162b2, XBB.1.5, BA.2.86 (Pirola), and EG.5.1 (Eris))",COVID-19 Vaccine (Omicron Booster)
AIM,2023-09-11,Ampligen and celecoxib with or without Intron A,Early-stage triple negative breast cancer
AZN,2023-09-10,GC012F,Relapsed/refractory multiple myeloma (RRMM)
AMRX,2023-09-06,Calcium gluconate in sodium chloride injection,Acute symptomatic hypocalcemia in pediatric and adult patients
AZN,2023-09-06,ULTOMIRIS (ravulizumab-cwvz),Neuromyelitis Optica Spectrum Disorder (NMOSD)
AMRX,2023-09-06,Lisdexamfetamine Dimesylate  (Vyvanse generic),Attention Deficit Hyperactivity Disorder (ADHD)
IGMS,2023-09-05,Fostroxacitabine Bralpamide (MIV-818) with Lenvima or with Keytruda,Hepatocellular carcinoma (HCC)
VTRS,2023-09-05,Abacavir (ABC)/Dolutegravir (DTG)/Lamivudine (3TC),Children Living with HIV
OTLK,2023-08-30,LYTENAVA (bevacizumab-vikg) / ONS-5010 - (NORSE EIGHT),Wet age-related macular degeneration (wet AMD)
ANIP,2023-08-28,Estradiol Gel,Severe vasomotor symptoms (hot flashes and night sweats) due to menopause
MRK,2023-08-28,Reblozyl (luspatercept-aamt),"First-line, lower-risk Myelodysplastic syndromes (MDS)"
BMY,2023-08-28,Reblozyl (luspatercept-aamt),"First-line, lower-risk Myelodysplastic syndromes (MDS)"
NVS,2023-08-25,Tyruko (natalizumab-sztn) biosimilar,Multiple sclerosis (MS)
GILD,2023-08-24,Veklury (remdesivir),"COVID-19 in people with mild, moderate and severe hepatic impairment"
PFE,2023-08-21,ABRYSVO - (RSVpreF),Respiratory Syncytial Virus (RSV) in infants
REGN,2023-08-18,EYLEA HD (aflibercept 8 mg),"Wet age-related macular degeneration (wAMD), diabetic macular edema (DME) and diabetic retinopathy (DR)"
REGN,2023-08-18,Veopoz (pozelimab-bbfg),Chaple
NBIX,2023-08-18,INGREZZA (valbenazine),Huntington's disease
IPSEY,2023-08-16,Sohonos (palovarotene),Fibrodysplasia ossificans progressiva (FOP)
FBIO,2023-08-16,MB-106,B-cell Non-Hodgkin Lymphoma & Chronic Lymphocytic Leukemia (CLL)
MBIO,2023-08-16,MB-106,B-cell Non-Hodgkin Lymphoma & Chronic Lymphocytic Leukemia (CLL)
ADPT,2023-08-14,ELREXFIO (elranatamab-bcmm),Multiple Myeloma
DCTH,2023-08-14,HEPZATO (Melphalan/HDS) - (FOCUS),Liver-dominant ocular melanoma
PFE,2023-08-14,ELREXFIO (elranatamab-bcmm),Multiple Myeloma
JNJ,2023-08-11,AKEEGA (niraparib and abiraterone acetate),BRCA-positive mCRPC
JNJ,2023-08-10,TALVEY (talquetamab-tgvs),Multiple myeloma
GRTX,2023-08-09,Avasopasem (GC4419) - (ROMAN),Severe Oral Mucositis (SOM)
VIRX,2023-08-08,Nana-val (VT3996-201),Epstein-Barr Virus Associated Lymphoma
BIIB,2023-08-04,Zuranolone (SAGE-217),Postpartum Depression
SAGE,2023-08-04,Zuranolone (SAGE-217),Postpartum Depression
ALPMY,2023-08-04,IZERVAY (avacincaptad pegol intravitreal solution),Geographic atrophy (GA) secondary to age-related macular degeneration (AMD)
BIIB,2023-08-04,Zuranolone (SAGE-217),Major depressive disorder (MDD)
SAGE,2023-08-04,Zuranolone (SAGE-217),Major depressive disorder (MDD)
SUPN,2023-08-04,Zuranolone (SAGE-217),Postpartum Depression
MRK,2023-08-03,ERVEBO (V920),Ebola
MESO,2023-08-03,Remestemcel-L (MSC-100-IV),Steroid-refractory acute graft versus host disease (aGVHD) in children
LUMO,2023-08-03,ERVEBO (V920),Ebola
ANAB,2023-07-31,JEMPERLI (Dostarlimab) - (RUBY),Endometrial Cancer
GSK,2023-07-31,JEMPERLI (Dostarlimab) - (RUBY),Endometrial Cancer
CTXR,2023-07-29,LYMPHIR (denileukin diftitox-cxdl),CTCL non-Hodgkin lymphoma
URGN,2023-07-27,ZUSDURI (VesiGel UGN-102 (mitomycin)) - (ENVISION),Low grade non-muscle invasive bladder cancer (LG-NMIBC)
LIAN,2023-07-25,XDEMVY,Demodex Blepharitis
TARS,2023-07-25,XDEMVY,Demodex Blepharitis
BMEA,2023-07-24,Icovamenib (BMF-219) - (COVALENT-101),Acute myeloid leukemia (AML) / acute lymphocytic leukemia (ALL) / Diffuse large B-cell lymphoma (DLBCL) / Multiple myeloma (MM)
VRCA,2023-07-21,YCANTH (cantharidin),Molluscum contagiosum
EBS,2023-07-21,CYFENDUS (AV7909),Anthrax Vaccine
APVO,2023-07-18,APVO436,Acute myeloid leukemia (AML) and myelodysplastic syndromes (MDS)
LGND,2023-07-18,APVO436,Acute myeloid leukemia (AML) and myelodysplastic syndromes (MDS)
AZN,2023-07-17,Beyfortus (Nirsevimab),Respiratory syncytial virus
GILD,2023-07-14,Veklury (remdesivir),Covid-19
CRBU,2023-07-13,CB-010 - (ANTLER),B-Cell Non-Hodgkin Lymphoma
CVM,2023-07-11,Multikine - (IT-MATTERS),Head and Neck cancer
BIIB,2023-07-06,LEQEMBI (lecanemab),Mild cognitive impairment (MCI) due to Alzheimer's disease (AD)
AMRX,2023-07-03,CREXONT (Carbidopa and Levodopa),Parkinson's disease
BMRN,2023-06-29,Valoctocogene roxaparvovec (BMN 270),Hemophilia A
BLCO,2023-06-29,MIEBO (perfluorohexyloctane ophthalmic solution),Dry Eye Disease Associated With Meibomian Gland Dysfunction
BHC,2023-06-29,MIEBO (perfluorohexyloctane ophthalmic solution),Dry Eye Disease Associated With Meibomian Gland Dysfunction
ETON,2023-06-28,Dehydrated alcohol injection (DS-100),Methanol poisoning
OPK,2023-06-28,Somatrogon (hGH-CTP),Children - growth hormone deficiency
BIIB,2023-06-28,SKYCLARYS (omaveloxolone),Friedreich’s ataxia (FA)
ALVO,2023-06-28,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases
PFE,2023-06-28,Somatrogon (hGH-CTP),Children - growth hormone deficiency
TEVA,2023-06-28,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases
REGN,2023-06-27,EYLEA HD (aflibercept 8 mg),"Wet age-related macular degeneration (wAMD), diabetic macular edema (DME) and diabetic retinopathy (DR)"
DRMA,2023-06-27,Xyngari(TM) (DMT310) - (STAR-1),Moderate-to-severe acne
NKTX,2023-06-27,NKX101,Acute myeloid leukemia / myelodysplastic syndromes
ACET,2023-06-26,ADI-001,Non-Hodgkin’s lymphoma
PFE,2023-06-23,LITFULO (ritlecitinib),Alopecia areata
SRPT,2023-06-22,ELEVIDYS (delandistrogene moxeparvovec-rokl),Duchenne Muscular Dystrophy
RHHBY,2023-06-22,ELEVIDYS (delandistrogene moxeparvovec-rokl),Duchenne Muscular Dystrophy
ALDX,2023-06-21,ADX-2191 - (GUARD),Proliferative vitreoretinopathy (PVR)
LLY,2023-06-21,Jardiance (empagliflozin) - (DINAMO),Pediatric type 2 diabetes
SPRC,2023-06-21,SCI-110,Tourette Syndrome
AMGN,2023-06-21,BLINCYTO (blinatumomab),B-Cell Acute Lymphoblastic Leukemia (B-All)
ARGX,2023-06-20,VYVGART Hytrulo (efgartigimod),Generalized Myasthenia Gravis (gMG)
PFE,2023-06-20,TALZENNA (talazoparib) and XTANDI (enzalutamide) - (TALAPRO-2),Metastatic Castration-Sensitive Prostate Cancer (mCSPC)
ZLAB,2023-06-20,VYVGART Hytrulo (efgartigimod),Generalized Myasthenia Gravis (gMG)
HALO,2023-06-20,VYVGART Hytrulo (efgartigimod),Generalized Myasthenia Gravis (gMG)
MRK,2023-06-20,KEYTRUDA (pembrolizumab) combined with chemotherapy - (KEYNOTE-585),Locally advanced resectable gastric and gastroesophageal junction (GEJ) adenocarcinoma
ASND,2023-06-17,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND FL),Follicular lymphoma
BMY,2023-06-17,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND FL),Follicular lymphoma
ASND,2023-06-17,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND NHL 001),Mantle cell lymphoma (MCL)
BMY,2023-06-17,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND NHL 001),Mantle cell lymphoma (MCL)
BMY,2023-06-16,CAMZYOS  (Mavacamten) - (VALOR-HCM),Symptomatic Obstructive Hypertrophic Cardiomyopathy (HCM)
LIAN,2023-06-16,CAMZYOS  (Mavacamten) - (VALOR-HCM),Symptomatic Obstructive Hypertrophic Cardiomyopathy (HCM)
RHHBY,2023-06-16,Columvi (glofitamab-gxbm),B-Cell Non-Hodgkin's Lymphoma
ALLO,2023-06-15,ALLO-501/501A + ALLO-647 - (ALPHA2),Large B-cell lymphoma
MBIO,2023-06-15,MB-106,B-cell Non-Hodgkin Lymphoma & Chronic Lymphocytic Leukemia (CLL)
CLLS,2023-06-15,ALLO-501/501A + ALLO-647 - (ALPHA2),Large B-cell lymphoma
FBIO,2023-06-15,MB-106,B-cell Non-Hodgkin Lymphoma & Chronic Lymphocytic Leukemia (CLL)
NRIX,2023-06-14,NX-2127,"B-cell malignancies, chronic lymphocytic leukemia (CLL)"
HOTH,2023-06-14,HT-001 - (CLEER-001),EGFRI-induced skin toxicity
EGRX,2023-06-14,CAL02,Severe Community-Acquired Bacterial Pneumonia (SCABP)
AMRX,2023-06-14,PEMRYDI RTU (Injectable),Metastatic non-squamous non-small cell lung cancer
IPSEY,2023-06-13,BYLVAY (odevixibat),Alagille syndrome (ALGS)
IRWD,2023-06-12,LINZESS (linaclotide),Functional Constipation in pediatric patients aged 6-17
ABBV,2023-06-12,LINZESS (linaclotide),Functional Constipation in pediatric patients aged 6-17
CLDX,2023-06-10,Barzolvolimab - (CindU),"Chronic inducible urticaria (CIndU), cold urticaria (ColdU) and symptomatic dermographism (SD), Chronic Spontaneous Urticaria (CSU)"
NKTX,2023-06-10,NKX019,B-cell malignancies
AZN,2023-06-10,FasTCAR-T GC012F,Diffuse large B-cell lymphoma (DLBCL)
CLDX,2023-06-10,Barzolvolimab (CDX-0159),Chronic spontaneous urticaria (CSU)
AZN,2023-06-10,GC012F,Relapsed/refractory multiple myeloma (RRMM)
ADCT,2023-06-09,Loncastuximab tesirine - (LOTIS-2),Diffuse Large B-Cell Lymphoma
GLPG,2023-06-09,GLPG5201 - (EUPLAGIA-1),"B-cell malignancies, Chronic Lymphocytic Leukemia (CLL) and Small Lymphocytic Lymphoma (SLL)"
BIIB,2023-06-09,LEQEMBI (lecanemab),Mild cognitive impairment (MCI) due to Alzheimer's disease (AD)
BGNE,2023-06-09,Sonrotoclax (BGB-11417),Chronic lymphocytic leukemia/small lymphocytic leukemia
ONC,2023-06-09,Sonrotoclax (BGB-11417),Chronic lymphocytic leukemia/small lymphocytic leukemia
AZN,2023-06-08,Beyfortus (Nirsevimab),Respiratory syncytial virus
MRK,2023-06-05,PREVYMIS (Letermovir),Prophylaxis of cytomegalovirus (CMV) disease in adult kidney transplant recipients at high risk (D+/R-)
BPMC,2023-06-05,BLU-451 - (CONCERTO),EGFR exon 20 insertion-positive NSCLC
RCUS,2023-06-05,Domvanalimab (AB154) + Zimberelimab (AB122) - (ARC-7),Non-small cell lung cancer (NSCLC)
GILD,2023-06-05,Domvanalimab (AB154) + Zimberelimab (AB122) - (ARC-7),Non-small cell lung cancer (NSCLC)
ABBV,2023-06-04,Mirvetuximab - (MIRASOL),Cancer - ovarian cancer and relapsed endometrial cancer
BNTX,2023-06-02,BNT316/ONC-392 (gotistobart) - (PRESERVE-003),"Cancer, PD-(L)1-resistant non-small cell lung cancer"
PFE,2023-06-01,ABRYSVO (RSVpreF),Respiratory syncytial virus (RSV) vaccine
MRK,2023-06-01,LYNPARZA (olaparib) - (PROpel),Castration-resistant prostate cancer -first line
AZN,2023-06-01,LYNPARZA (olaparib) - (PROpel),Castration-resistant prostate cancer -first line
EGRX,2023-05-31,Landiolol,Supraventricular tachycardia (SVT) - atrial fibrillation and atrial flutter
LXRX,2023-05-26,INPEFA (sotagliflozin),Heart failure
BTAI,2023-05-25,BXCL501 - (SERENITY III),Agitation associated with bipolar I or II disorder or schizophrenia
PFE,2023-05-25,PAXLOVID (ritonavir) - (EPIC-HR),Oral Protease Inhibitor for COVID-19
REPL,2023-05-25,RP1 (vusolimogene oderparepvec) and OPDIVO (nivolumab) - (IGNYTE-3),Non-melanoma (NMSC) / Non-small cell lung cancer (NSCLC)
REGN,2023-05-25,Libtayo (cemiplimab) combined with Fianlimab,Melanoma
GOVX,2023-05-24,GEO-CM04S1- (COH04S1),COVID-19 in immunocompromised patients
INVA,2023-05-24,XACDURO (sulbactam for injection; durlobactam for injection),Hospital-acquired bacterial pneumonia and ventilator-associated bacterial pneumonia (HABP/VABP) caused by susceptible isolates of Acinetobacter baumannii-calcoaceticus complex (Acinetobacter)
ZLAB,2023-05-24,XACDURO (sulbactam for injection; durlobactam for injection),Hospital-acquired bacterial pneumonia and ventilator-associated bacterial pneumonia (HABP/VABP) caused by susceptible isolates of Acinetobacter baumannii-calcoaceticus complex (Acinetobacter)
INDV,2023-05-23,OPVEE (nalmefene),Opioid Overdose
OPNT,2023-05-23,OPVEE (nalmefene),Opioid Overdose
ABBV,2023-05-22,Epcoritamab,B-cell Lymphoma (DLBCL)
BPMC,2023-05-22,AYVAKIT (avapritinib),Non-advanced systemic mastocytosis (SM)
GMAB,2023-05-22,Epcoritamab,B-cell Lymphoma (DLBCL)
ADPT,2023-05-19,EPKINLY (epcoritamab-bysp),Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
KRYS,2023-05-19,VYJUVEK (beremagene geperpavec-svdt),Epidermolysis Bullosa
GMAB,2023-05-19,EPKINLY (epcoritamab-bysp),Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
ABBV,2023-05-19,EPKINLY (epcoritamab-bysp),Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
IMMX,2023-05-19,NXC-201 (HBI10101) - (NEXICART-1),relapsed/refractory multiple myeloma and relapsed/refractory AL amyloidosis
ABBV,2023-05-18,RINVOQ (upadacitinib),Crohn's disease (induction/maintenance)
PFE,2023-05-18,ABRYSVO - (RSVpreF),Respiratory Syncytial Virus (RSV) in infants
ANIP,2023-05-15,Alendronate Sodium Oral Solution (RLD Fosamax generic),Osteoporosis
SRPT,2023-05-15,ELEVIDYS (delandistrogene moxeparvovec-rokl),Duchenne Muscular Dystrophy
RHHBY,2023-05-15,ELEVIDYS (delandistrogene moxeparvovec-rokl),Duchenne Muscular Dystrophy
ANIP,2023-05-15,Methsuximide Capsules USP (Celontin generics),Absence seizures that are refractory to other drugs
ABBV,2023-05-15,JUVÉDERM - (SKINVIVE) (injectable HA),Botox in the cheeks
CPIX,2023-05-15,Caldolor,Pain and fever in patients three months to six months of age
IBRX,2023-05-11,ANKTIVA,BCG-Unresponsive Non-Muscle Invasive Bladder Cancer
PLX,2023-05-10,Pegunigalsidase alfa  (PRX-102),Fabry disease
AZN,2023-05-09,FARXIGA (Dapagliflozin),"Risk of cardiovascular (CV) death, hospitalization for heart failure (hHF) and urgent heart failure (HF)"
NVO,2023-05-04,Concizumab - (Explorer 7),Hemophilia A
NVO,2023-05-04,Concizumab,Hemophilia A and B
AGEN,2023-05-03,AREXVY,RSV vaccine
GSK,2023-05-03,AREXVY,RSV vaccine
VRTX,2023-05-03,KALYDECO (ivacaftor),Children with cystic fibrosis (CF) ages 1 month to less than four months old
ALKS,2023-05-01,LUMRYZ™ (sodium oxybate),Excessive daytime sleepiness and cataplexy in patients suffering from narcolepsy
AVDL,2023-05-01,LUMRYZ™ (sodium oxybate),Excessive daytime sleepiness and cataplexy in patients suffering from narcolepsy
NVO,2023-04-28,Somapacitan (NN8640),Growth Hormone Deficiency (GHD)
TEVA,2023-04-28,UZEDY (risperidone),Schizophrenia
AZN,2023-04-28,LYNPARZA (olaparib) - (PROpel),Castration-resistant prostate cancer -first line
MRK,2023-04-28,LYNPARZA (olaparib) - (PROpel),Castration-resistant prostate cancer -first line
IGXT,2023-04-27,Buprenorphine Buccal Film - (Belbuca Biosimilar),Pain
PFE,2023-04-27,20vPnC,Pneumococcal Disease
MCRB,2023-04-26,Vowst (SER-109),Recurrent C. Difficile infection
IONS,2023-04-25,QALSODY (Tofersen),Amyotrophic lateral sclerosis (SOD1-ALS)
BIIB,2023-04-25,QALSODY (Tofersen),Amyotrophic lateral sclerosis (SOD1-ALS)
QTRX,2023-04-25,Tofersen,Superoxide dismutase 1 amyotrophic lateral sclerosis (SOD1-ALS)
NKTX,2023-04-25,NKX101,Acute myeloid leukemia / myelodysplastic syndromes
ANIP,2023-04-24,Nitrofurantoin Oral Suspension USP - (Furadantin generic),Urinary tract infections
RHHBY,2023-04-19,Polivy (polatuzumab vedotin) - (POLARIX),Diffuse Large B-Cell Lymphoma
ABBV,2023-04-18,QULIPTA (atogepant),Preventive treatment of migraine
PFE,2023-04-17,Tisotumab vedotin - (innovaTV 207),Squamous cell carcinoma of the head and neck (SCCHN)
GMAB,2023-04-17,Tisotumab vedotin - (innovaTV 207),Squamous cell carcinoma of the head and neck (SCCHN)
IGXT,2023-04-17,RIZAFILM VersaFilm,Acute migraine
GMDA,2023-04-17,Omisirge (omidubicel-onlv),Hematologic Malignancies
INVA,2023-04-17,XACDURO (sulbactam for injection; durlobactam for injection),Hospital-acquired bacterial pneumonia and ventilator-associated bacterial pneumonia (HABP/VABP) caused by susceptible isolates of Acinetobacter baumannii-calcoaceticus complex (Acinetobacter)
ZLAB,2023-04-17,XACDURO (sulbactam for injection; durlobactam for injection),Hospital-acquired bacterial pneumonia and ventilator-associated bacterial pneumonia (HABP/VABP) caused by susceptible isolates of Acinetobacter baumannii-calcoaceticus complex (Acinetobacter)
AFMD,2023-04-16,Acimtamig (AFM13) - (REDIRECT),CD30-positive peripheral T cell lymphoma (PTCL)
TEVA,2023-04-13,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases
ALVO,2023-04-13,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases
LLY,2023-04-13,Omvoh (Mirikizumab) - (LUCENT 1),Ulcerative Colitis
TAK,2023-04-11,HYQVIA,Primary immunodeficiency (PI) in children 2-16 years old
JNJ,2023-04-03,Erleada (apalutamide),"Tablet reduction, non-metastatic castration-resistant prostate cancer (nmCRPC)"
PFE,2023-04-03,PADCEV (enfortumab vedotin) and KEYTRUDA (pembrolizumab) - (EV-103),Urothelial cancer
EBS,2023-03-29,OTC NARCAN (naloxone HCl),Opioid overdose
MRK,2023-03-29,KEYTRUDA (pembrolizumab) injection,adult and pediatric patients with unresectable or metastatic microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) solid tumors
AGEN,2023-03-27,Botensilimab plus balstilimab - (BATTMAN),Relapsed/refractory microsatellite stable colorectal cancer with no active liver metastases (r/r MSS CRC NLM)
PHAR,2023-03-24,Leniolisib,Activated phosphoinositide 3-kinase delta syndrome (APDS)
INCY,2023-03-23,QD Ruxolitinib XR,Myelofibrosis
INCY,2023-03-22,Zynyz (retifanlimab),Merkel cell carcinoma (MCC)
REGN,2023-03-22,Evkeeza (evinacumab),Homozygous familial hypercholesterolemia (HoFH) in children
MRK,2023-03-22,REZZAYO (rezafungin injection),Candidemia
IONS,2023-03-22,QALSODY (Tofersen),Amyotrophic lateral sclerosis (SOD1-ALS)
ABBV,2023-03-22,VYALEV (foscarbidopa and foslevodopa),Parkinson's disease
BIIB,2023-03-22,QALSODY (Tofersen),Amyotrophic lateral sclerosis (SOD1-ALS)
NVS,2023-03-21,Hyrimoz (adalimumab-adaz) - (Humira biosimilar),"Rheumatoid arthritis, juvenile idiopathic arthritis, psoriatic arthritis, ankylosing spondylitis, Crohn’s disease, ulcerative colitis, and plaque psoriasis"
NVS,2023-03-17,Tafinlar (dabrafenib) + Mekinist (trametinib),Pediatric BRAF V600E low-grade glioma
